RowIndex,TimestampMs,PpgGreen,PpgRed,PpgIr,AccX,AccY,AccZ,HeartRate,IBI_ms
Row 38 | Timestamp: 1710826327186 ms | PPG(Green=2119314, Red=2119314, Ir=2119314) | ACC(X=-0.198789656162262, Y=0.371233701705933, Z=8.96709060668945) | HR=86 bpm | IBI=769 ms | Participant=P03
Row 646 | Timestamp: 1710826351530 ms | PPG(Green=2350827, Red=2350827, Ir=2350827) | ACC(X=-0.447875499725342, Y=13.4482402801514, Z=-4.28236055374146) | HR=83 bpm | IBI=0 ms | Participant=P03
Row 647 | Timestamp: 1710826351570 ms | PPG(Green=2352773, Red=2352773, Ir=2352773) | ACC(X=-1.32446610927582, Y=6.3277382850647, Z=-7.2785758972168) | HR=83 bpm | IBI=0 ms | Participant=P03
Row 648 | Timestamp: 1710826351611 ms | PPG(Green=2354620, Red=2354620, Ir=2354620) | ACC(X=-2.09327912330627, Y=5.87267780303955, Z=-7.22827959060669) | HR=83 bpm | IBI=0 ms | Participant=P03
Row 649 | Timestamp: 1710826351650 ms | PPG(Green=2356447, Red=2356447, Ir=2356447) | ACC(X=-3.04890656471252, Y=6.44749116897583, Z=-7.48934078216553) | HR=83 bpm | IBI=0 ms | Participant=P03
Row 650 | Timestamp: 1710826351690 ms | PPG(Green=2358206, Red=2358206, Ir=2358206) | ACC(X=-3.57102870941162, Y=5.46072816848755, Z=-7.12529230117798) | HR=84 bpm | IBI=0 ms | Participant=P03
Row 651 | Timestamp: 1710826351730 ms | PPG(Green=2359767, Red=2359767, Ir=2359767) | ACC(X=-3.31236267089844, Y=6.85704565048218, Z=-5.96368980407715) | HR=84 bpm | IBI=0 ms | Participant=P03
Row 652 | Timestamp: 1710826351770 ms | PPG(Green=2360696, Red=2360696, Ir=2360696) | ACC(X=-3.35547375679016, Y=8.08331489562988, Z=-5.88225793838501) | HR=84 bpm | IBI=0 ms | Participant=P03
Row 653 | Timestamp: 1710826351812 ms | PPG(Green=2361085, Red=2361085, Ir=2361085) | ACC(X=-3.28122687339783, Y=7.90129041671753, Z=-6.22714614868164) | HR=84 bpm | IBI=0 ms | Participant=P03
Row 654 | Timestamp: 1710826351851 ms | PPG(Green=2360731, Red=2360731, Ir=2360731) | ACC(X=-4.16979265213013, Y=7.2857608795166, Z=-7.39353847503662) | HR=84 bpm | IBI=0 ms | Participant=P03
Row 655 | Timestamp: 1710826351891 ms | PPG(Green=2360387, Red=2360387, Ir=2360387) | ACC(X=-4.15781736373901, Y=7.64022922515869, Z=-6.39240503311157) | HR=84 bpm | IBI=0 ms | Participant=P03
Row 656 | Timestamp: 1710826351931 ms | PPG(Green=2359137, Red=2359137, Ir=2359137) | ACC(X=-4.38774299621582, Y=5.06314897537231, Z=-6.38282489776611) | HR=84 bpm | IBI=0 ms | Participant=P03
Row 657 | Timestamp: 1710826351971 ms | PPG(Green=2356492, Red=2356492, Ir=2356492) | ACC(X=-4.9625563621521, Y=2.04298281669617, Z=-6.99595928192139) | HR=85 bpm | IBI=0 ms | Participant=P03
Row 658 | Timestamp: 1710826352012 ms | PPG(Green=2351014, Red=2351014, Ir=2351014) | ACC(X=-2.91717839241028, Y=5.61640691757202, Z=-7.46059989929199) | HR=87 bpm | IBI=0 ms | Participant=P03
Row 659 | Timestamp: 1710826352051 ms | PPG(Green=2345796, Red=2345796, Ir=2345796) | ACC(X=-4.76616191864014, Y=12.8782167434692, Z=-6.98637866973877) | HR=88 bpm | IBI=0 ms | Participant=P03
Row 660 | Timestamp: 1710826352091 ms | PPG(Green=2342443, Red=2342443, Ir=2342443) | ACC(X=-3.93028712272644, Y=10.2340755462646, Z=-4.8715443611145) | HR=88 bpm | IBI=0 ms | Participant=P03
Row 661 | Timestamp: 1710826352132 ms | PPG(Green=2340076, Red=2340076, Ir=2340076) | ACC(X=-3.69796681404114, Y=9.29760837554932, Z=-3.36265897750854) | HR=89 bpm | IBI=0 ms | Participant=P03
Row 662 | Timestamp: 1710826352172 ms | PPG(Green=2338121, Red=2338121, Ir=2338121) | ACC(X=-4.33744668960571, Y=8.3707218170166, Z=-3.19021487236023) | HR=90 bpm | IBI=0 ms | Participant=P03
Row 663 | Timestamp: 1710826352212 ms | PPG(Green=2336915, Red=2336915, Ir=2336915) | ACC(X=-4.51468086242676, Y=6.48341703414917, Z=-3.92789220809936) | HR=91 bpm | IBI=0 ms | Participant=P03
Row 664 | Timestamp: 1710826352252 ms | PPG(Green=2335321, Red=2335321, Ir=2335321) | ACC(X=-5.88944339752197, Y=6.30378770828247, Z=-4.1386570930481) | HR=91 bpm | IBI=0 ms | Participant=P03
Row 665 | Timestamp: 1710826352292 ms | PPG(Green=2333468, Red=2333468, Ir=2333468) | ACC(X=-7.07739114761353, Y=4.22966909408569, Z=-4.1003360748291) | HR=91 bpm | IBI=0 ms | Participant=P03
Row 666 | Timestamp: 1710826352332 ms | PPG(Green=2331606, Red=2331606, Ir=2331606) | ACC(X=-8.44257259368896, Y=2.49804353713989, Z=-3.98058342933655) | HR=92 bpm | IBI=0 ms | Participant=P03
Row 667 | Timestamp: 1710826352372 ms | PPG(Green=2329968, Red=2329968, Ir=2329968) | ACC(X=-8.71800422668457, Y=3.8680157661438, Z=-3.15189385414124) | HR=92 bpm | IBI=0 ms | Participant=P03
Row 668 | Timestamp: 1710826352413 ms | PPG(Green=2328476, Red=2328476, Ir=2328476) | ACC(X=-7.95637655258179, Y=5.49186372756958, Z=-1.70288491249084) | HR=92 bpm | IBI=0 ms | Participant=P03
Row 669 | Timestamp: 1710826352453 ms | PPG(Green=2327406, Red=2327406, Ir=2327406) | ACC(X=-6.97200870513916, Y=7.37198305130005, Z=-2.28967380523682) | HR=91 bpm | IBI=0 ms | Participant=P03
Row 670 | Timestamp: 1710826352493 ms | PPG(Green=2326550, Red=2326550, Ir=2326550) | ACC(X=-6.31097316741943, Y=7.99469757080078, Z=-1.47056448459625) | HR=90 bpm | IBI=0 ms | Participant=P03
Row 671 | Timestamp: 1710826352533 ms | PPG(Green=2326015, Red=2326015, Ir=2326015) | ACC(X=-6.47862720489502, Y=8.54795551300049, Z=-2.29685878753662) | HR=90 bpm | IBI=0 ms | Participant=P03
Row 672 | Timestamp: 1710826352573 ms | PPG(Green=2325969, Red=2325969, Ir=2325969) | ACC(X=-5.95650482177734, Y=7.61388349533081, Z=-1.60468769073486) | HR=89 bpm | IBI=0 ms | Participant=P03
Row 673 | Timestamp: 1710826352614 ms | PPG(Green=2325103, Red=2325103, Ir=2325103) | ACC(X=-5.72657918930054, Y=7.85578441619873, Z=0.651455283164978) | HR=87 bpm | IBI=0 ms | Participant=P03
Row 674 | Timestamp: 1710826352653 ms | PPG(Green=2321051, Red=2321051, Ir=2321051) | ACC(X=-5.67628335952759, Y=6.29420757293701, Z=-0.725702047348022) | HR=84 bpm | IBI=0 ms | Participant=P03
Row 675 | Timestamp: 1710826352693 ms | PPG(Green=2316431, Red=2316431, Ir=2316431) | ACC(X=-4.86196422576904, Y=5.33379030227661, Z=0.289801806211472) | HR=82 bpm | IBI=0 ms | Participant=P03
Row 676 | Timestamp: 1710826352733 ms | PPG(Green=2312640, Red=2312640, Ir=2312640) | ACC(X=-5.59724617004395, Y=8.08570957183838, Z=0.723306953907013) | HR=80 bpm | IBI=0 ms | Participant=P03
Row 677 | Timestamp: 1710826352774 ms | PPG(Green=2310158, Red=2310158, Ir=2310158) | ACC(X=-5.4631233215332, Y=5.48228359222412, Z=-0.577208518981934) | HR=78 bpm | IBI=0 ms | Participant=P03
Row 678 | Timestamp: 1710826352814 ms | PPG(Green=2308008, Red=2308008, Ir=2308008) | ACC(X=-5.18050670623779, Y=5.70502376556396, Z=-2.03579783439636) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 679 | Timestamp: 1710826352854 ms | PPG(Green=2306190, Red=2306190, Ir=2306190) | ACC(X=-4.43324899673462, Y=6.7325029373169, Z=-0.56523323059082) | HR=71 bpm | IBI=0 ms | Participant=P03
Row 680 | Timestamp: 1710826352894 ms | PPG(Green=2305280, Red=2305280, Ir=2305280) | ACC(X=-3.17344951629639, Y=5.47030830383301, Z=-3.75065803527832) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 681 | Timestamp: 1710826352934 ms | PPG(Green=2303652, Red=2303652, Ir=2303652) | ACC(X=-2.28248858451843, Y=8.31324005126953, Z=-0.658640444278717) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 682 | Timestamp: 1710826352974 ms | PPG(Green=2302076, Red=2302076, Ir=2302076) | ACC(X=-2.16034078598022, Y=7.7360315322876, Z=-7.17319345474243) | HR=68 bpm | IBI=0 ms | Participant=P03
Row 683 | Timestamp: 1710826353015 ms | PPG(Green=2300957, Red=2300957, Ir=2300957) | ACC(X=-0.541282713413239, Y=9.3862247467041, Z=-3.00819063186646) | HR=67 bpm | IBI=0 ms | Participant=P03
Row 684 | Timestamp: 1710826353054 ms | PPG(Green=2299640, Red=2299640, Ir=2299640) | ACC(X=-0.131728082895279, Y=9.61854553222656, Z=-1.78671193122864) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 685 | Timestamp: 1710826353095 ms | PPG(Green=2299275, Red=2299275, Ir=2299275) | ACC(X=2.05495810508728, Y=4.33984184265137, Z=-8.9287691116333) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 686 | Timestamp: 1710826353135 ms | PPG(Green=2298163, Red=2298163, Ir=2298163) | ACC(X=2.54594469070435, Y=11.1920976638794, Z=-3.06088185310364) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 687 | Timestamp: 1710826353175 ms | PPG(Green=2297852, Red=2297852, Ir=2297852) | ACC(X=3.66922616958618, Y=7.31689643859863, Z=-6.49539232254028) | HR=67 bpm | IBI=0 ms | Participant=P03
Row 688 | Timestamp: 1710826353215 ms | PPG(Green=2299158, Red=2299158, Ir=2299158) | ACC(X=4.57934761047363, Y=9.12516403198242, Z=-4.12428665161133) | HR=68 bpm | IBI=0 ms | Participant=P03
Row 689 | Timestamp: 1710826353255 ms | PPG(Green=2297585, Red=2297585, Ir=2297585) | ACC(X=4.9098653793335, Y=10.2819757461548, Z=-3.6620409488678) | HR=68 bpm | IBI=0 ms | Participant=P03
Row 690 | Timestamp: 1710826353295 ms | PPG(Green=2294982, Red=2294982, Ir=2294982) | ACC(X=6.01398611068726, Y=9.84607601165772, Z=-3.93747234344482) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 691 | Timestamp: 1710826353335 ms | PPG(Green=2289924, Red=2289924, Ir=2289924) | ACC(X=5.48707389831543, Y=10.2077293395996, Z=-4.58413743972778) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 692 | Timestamp: 1710826353376 ms | PPG(Green=2285873, Red=2285873, Ir=2285873) | ACC(X=7.44862461090088, Y=9.1970157623291, Z=-1.64540362358093) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 693 | Timestamp: 1710826353416 ms | PPG(Green=2282938, Red=2282938, Ir=2282938) | ACC(X=8.49526405334473, Y=8.66770839691162, Z=-0.148493483662605) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 694 | Timestamp: 1710826353456 ms | PPG(Green=2282403, Red=2282403, Ir=2282403) | ACC(X=6.56963920593262, Y=11.5609359741211, Z=0.414344727993011) | HR=68 bpm | IBI=0 ms | Participant=P03
Row 695 | Timestamp: 1710826353496 ms | PPG(Green=2283143, Red=2283143, Ir=2283143) | ACC(X=5.14458084106445, Y=6.07625770568848, Z=5.86309766769409) | HR=67 bpm | IBI=0 ms | Participant=P03
Row 696 | Timestamp: 1710826353536 ms | PPG(Green=2286079, Red=2286079, Ir=2286079) | ACC(X=1.91604495048523, Y=6.34689903259277, Z=5.47030830383301) | HR=67 bpm | IBI=0 ms | Participant=P03
Row 697 | Timestamp: 1710826353576 ms | PPG(Green=2290262, Red=2290262, Ir=2290262) | ACC(X=1.77713167667389, Y=3.68599152565002, Z=7.65938949584961) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 698 | Timestamp: 1710826353617 ms | PPG(Green=2294153, Red=2294153, Ir=2294153) | ACC(X=2.42379689216614, Y=3.25488138198853, Z=7.89650011062622) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 699 | Timestamp: 1710826353656 ms | PPG(Green=2296661, Red=2296661, Ir=2296661) | ACC(X=3.20219016075134, Y=3.45127606391907, Z=10.4065189361572) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 700 | Timestamp: 1710826353696 ms | PPG(Green=2298153, Red=2298153, Ir=2298153) | ACC(X=5.07991409301758, Y=3.27883195877075, Z=8.93595504760742) | HR=65 bpm | IBI=0 ms | Participant=P03
Row 701 | Timestamp: 1710826353737 ms | PPG(Green=2300190, Red=2300190, Ir=2300190) | ACC(X=5.79364109039307, Y=5.53497505187988, Z=8.48568439483643) | HR=65 bpm | IBI=0 ms | Participant=P03
Row 702 | Timestamp: 1710826353777 ms | PPG(Green=2302332, Red=2302332, Ir=2302332) | ACC(X=7.11331701278687, Y=5.50383901596069, Z=7.48694562911987) | HR=65 bpm | IBI=0 ms | Participant=P03
Row 703 | Timestamp: 1710826353817 ms | PPG(Green=2303401, Red=2303401, Ir=2303401) | ACC(X=7.75998210906982, Y=5.2834939956665, Z=6.95524311065674) | HR=65 bpm | IBI=0 ms | Participant=P03
Row 704 | Timestamp: 1710826353857 ms | PPG(Green=2304640, Red=2304640, Ir=2304640) | ACC(X=8.06894397735596, Y=4.16739797592163, Z=6.24630641937256) | HR=65 bpm | IBI=0 ms | Participant=P03
Row 705 | Timestamp: 1710826353897 ms | PPG(Green=2305481, Red=2305481, Ir=2305481) | ACC(X=7.80309295654297, Y=2.98903012275696, Z=5.62119674682617) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 706 | Timestamp: 1710826353937 ms | PPG(Green=2306128, Red=2306128, Ir=2306128) | ACC(X=7.62346363067627, Y=2.71359872817993, Z=4.96974182128906) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 707 | Timestamp: 1710826353977 ms | PPG(Green=2306835, Red=2306835, Ir=2306835) | ACC(X=7.46778535842896, Y=3.77221345901489, Z=5.1876916885376) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 708 | Timestamp: 1710826354018 ms | PPG(Green=2307626, Red=2307626, Ir=2307626) | ACC(X=7.62106895446777, Y=4.01890420913696, Z=5.62119674682617) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 709 | Timestamp: 1710826354057 ms | PPG(Green=2308763, Red=2308763, Ir=2308763) | ACC(X=7.75998210906982, Y=4.33984184265137, Z=5.69304847717285) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 710 | Timestamp: 1710826354097 ms | PPG(Green=2310047, Red=2310047, Ir=2310047) | ACC(X=8.00667285919189, Y=3.81292939186096, Z=5.63317203521729) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 711 | Timestamp: 1710826354137 ms | PPG(Green=2311432, Red=2311432, Ir=2311432) | ACC(X=7.90368556976318, Y=3.17823958396912, Z=5.39606142044067) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 712 | Timestamp: 1710826354177 ms | PPG(Green=2313154, Red=2313154, Ir=2313154) | ACC(X=7.93721628189087, Y=3.45846104621887, Z=5.48946857452393) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 713 | Timestamp: 1710826354218 ms | PPG(Green=2315435, Red=2315435, Ir=2315435) | ACC(X=7.93242597579956, Y=3.58300399780273, Z=5.47749328613281) | HR=67 bpm | IBI=0 ms | Participant=P03
Row 714 | Timestamp: 1710826354258 ms | PPG(Green=2318513, Red=2318513, Ir=2318513) | ACC(X=7.90129041671753, Y=3.30996775627136, Z=5.15655612945557) | HR=67 bpm | IBI=0 ms | Participant=P03
Row 715 | Timestamp: 1710826354298 ms | PPG(Green=2321948, Red=2321948, Ir=2321948) | ACC(X=7.72405624389648, Y=3.05609178543091, Z=4.70628547668457) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 716 | Timestamp: 1710826354338 ms | PPG(Green=2325289, Red=2325289, Ir=2325289) | ACC(X=7.59232807159424, Y=3.15907907485962, Z=4.79011249542236) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 717 | Timestamp: 1710826354378 ms | PPG(Green=2329072, Red=2329072, Ir=2329072) | ACC(X=7.80548810958862, Y=3.52552270889282, Z=4.67514991760254) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 718 | Timestamp: 1710826354418 ms | PPG(Green=2332123, Red=2332123, Ir=2332123) | ACC(X=7.81027841567993, Y=3.49917697906494, Z=5.03919839859009) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 719 | Timestamp: 1710826354458 ms | PPG(Green=2334929, Red=2334929, Ir=2334929) | ACC(X=7.70489597320557, Y=3.54468321800232, Z=5.20924711227417) | HR=66 bpm | IBI=0 ms | Participant=P03
Row 720 | Timestamp: 1710826354498 ms | PPG(Green=2336772, Red=2336772, Ir=2336772) | ACC(X=7.94440126419067, Y=3.822509765625, Z=5.56611061096191) | HR=67 bpm | IBI=0 ms | Participant=P03
Row 721 | Timestamp: 1710826354538 ms | PPG(Green=2338192, Red=2338192, Ir=2338192) | ACC(X=7.51568651199341, Y=3.82011461257935, Z=5.02482795715332) | HR=67 bpm | IBI=0 ms | Participant=P03
Row 722 | Timestamp: 1710826354578 ms | PPG(Green=2339714, Red=2339714, Ir=2339714) | ACC(X=7.5180811882019, Y=3.47043633460999, Z=5.52778959274292) | HR=68 bpm | IBI=0 ms | Participant=P03
Row 723 | Timestamp: 1710826354619 ms | PPG(Green=2340972, Red=2340972, Ir=2340972) | ACC(X=7.36000776290893, Y=3.59497928619385, Z=5.1421856880188) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 724 | Timestamp: 1710826354658 ms | PPG(Green=2341393, Red=2341393, Ir=2341393) | ACC(X=7.30971145629883, Y=3.68359637260437, Z=5.13979053497314) | HR=69 bpm | IBI=0 ms | Participant=P03
Row 725 | Timestamp: 1710826354698 ms | PPG(Green=2341471, Red=2341471, Ir=2341471) | ACC(X=7.43904447555542, Y=3.8296947479248, Z=5.1421856880188) | HR=70 bpm | IBI=0 ms | Participant=P03
Row 726 | Timestamp: 1710826354739 ms | PPG(Green=2341577, Red=2341577, Ir=2341577) | ACC(X=7.5108962059021, Y=4.07878065109253, Z=5.15176582336426) | HR=71 bpm | IBI=0 ms | Participant=P03
Row 727 | Timestamp: 1710826354779 ms | PPG(Green=2341846, Red=2341846, Ir=2341846) | ACC(X=7.30013132095337, Y=4.05004024505615, Z=5.19008684158325) | HR=71 bpm | IBI=0 ms | Participant=P03
Row 728 | Timestamp: 1710826354819 ms | PPG(Green=2341850, Red=2341850, Ir=2341850) | ACC(X=7.22348928451538, Y=3.62132501602173, Z=5.35534572601318) | HR=70 bpm | IBI=0 ms | Participant=P03
Row 729 | Timestamp: 1710826354859 ms | PPG(Green=2342206, Red=2342206, Ir=2342206) | ACC(X=7.24265003204346, Y=4.43085384368896, Z=5.04159307479858) | HR=70 bpm | IBI=0 ms | Participant=P03
Row 730 | Timestamp: 1710826354899 ms | PPG(Green=2342644, Red=2342644, Ir=2342644) | ACC(X=7.41269874572754, Y=4.7302360534668, Z=5.04159307479858) | HR=70 bpm | IBI=0 ms | Participant=P03
Row 731 | Timestamp: 1710826354939 ms | PPG(Green=2343049, Red=2343049, Ir=2343049) | ACC(X=7.01272439956665, Y=4.64401388168335, Z=5.71220922470093) | HR=70 bpm | IBI=0 ms | Participant=P03
Row 732 | Timestamp: 1710826354979 ms | PPG(Green=2342454, Red=2342454, Ir=2342454) | ACC(X=6.15050411224365, Y=5.08230924606323, Z=5.60203647613525) | HR=70 bpm | IBI=0 ms | Participant=P03
Row 733 | Timestamp: 1710826355020 ms | PPG(Green=2342092, Red=2342092, Ir=2342092) | ACC(X=6.12176370620728, Y=5.73136949539185, Z=6.51694774627686) | HR=71 bpm | IBI=0 ms | Participant=P03
Row 734 | Timestamp: 1710826355059 ms | PPG(Green=2341246, Red=2341246, Ir=2341246) | ACC(X=6.1840353012085, Y=4.6392240524292, Z=5.70981407165527) | HR=71 bpm | IBI=0 ms | Participant=P03
Row 735 | Timestamp: 1710826355099 ms | PPG(Green=2340143, Red=2340143, Ir=2340143) | ACC(X=5.97566509246826, Y=5.56132030487061, Z=6.43791103363037) | HR=71 bpm | IBI=0 ms | Participant=P03
Row 736 | Timestamp: 1710826355139 ms | PPG(Green=2338920, Red=2338920, Ir=2338920) | ACC(X=5.21882724761963, Y=5.03680324554443, Z=6.54808378219604) | HR=71 bpm | IBI=0 ms | Participant=P03
Row 737 | Timestamp: 1710826355180 ms | PPG(Green=2337906, Red=2337906, Ir=2337906) | ACC(X=4.90507507324219, Y=3.66922616958618, Z=5.1876916885376) | HR=72 bpm | IBI=0 ms | Participant=P03
Row 738 | Timestamp: 1710826355220 ms | PPG(Green=2336906, Red=2336906, Ir=2336906) | ACC(X=5.23080253601074, Y=5.20685195922852, Z=6.08583784103394) | HR=72 bpm | IBI=0 ms | Participant=P03
Row 739 | Timestamp: 1710826355260 ms | PPG(Green=2335565, Red=2335565, Ir=2335565) | ACC(X=4.33026170730591, Y=5.85351753234863, Z=6.54089832305908) | HR=73 bpm | IBI=0 ms | Participant=P03
Row 740 | Timestamp: 1710826355300 ms | PPG(Green=2334426, Red=2334426, Ir=2334426) | ACC(X=4.64401388168335, Y=5.74813461303711, Z=6.94326782226563) | HR=73 bpm | IBI=0 ms | Participant=P03
Row 741 | Timestamp: 1710826355340 ms | PPG(Green=2332977, Red=2332977, Ir=2332977) | ACC(X=4.34942197799683, Y=5.12542009353638, Z=7.05104541778564) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 742 | Timestamp: 1710826355380 ms | PPG(Green=2331741, Red=2331741, Ir=2331741) | ACC(X=4.62964344024658, Y=5.25954341888428, Z=7.74800682067871) | HR=74 bpm | IBI=0 ms | Participant=P03
Row 743 | Timestamp: 1710826355421 ms | PPG(Green=2330549, Red=2330549, Ir=2330549) | ACC(X=4.08596563339233, Y=3.96860814094543, Z=7.05823040008545) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 744 | Timestamp: 1710826355460 ms | PPG(Green=2329652, Red=2329652, Ir=2329652) | ACC(X=4.3254714012146, Y=5.4655179977417, Z=8.24617862701416) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 745 | Timestamp: 1710826355500 ms | PPG(Green=2329145, Red=2329145, Ir=2329145) | ACC(X=3.35786867141724, Y=3.96621298789978, Z=7.58274793624878) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 746 | Timestamp: 1710826355540 ms | PPG(Green=2329118, Red=2329118, Ir=2329118) | ACC(X=3.2764368057251, Y=4.67993974685669, Z=8.40185737609863) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 747 | Timestamp: 1710826355580 ms | PPG(Green=2329238, Red=2329238, Ir=2329238) | ACC(X=2.67767286300659, Y=4.22966909408569, Z=8.3803014755249) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 748 | Timestamp: 1710826355621 ms | PPG(Green=2329509, Red=2329509, Ir=2329509) | ACC(X=2.39984631538391, Y=4.43324899673462, Z=8.93595504760742) | HR=75 bpm | IBI=0 ms | Participant=P03
Row 749 | Timestamp: 1710826355661 ms | PPG(Green=2329526, Red=2329526, Ir=2329526) | ACC(X=1.97831642627716, Y=4.32786655426025, Z=9.24491691589356) | HR=76 bpm | IBI=0 ms | Participant=P03
Row 750 | Timestamp: 1710826355701 ms | PPG(Green=2329466, Red=2329466, Ir=2329466) | ACC(X=1.84179818630219, Y=4.90267992019653, Z=9.02457141876221) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 751 | Timestamp: 1710826355741 ms | PPG(Green=2328947, Red=2328947, Ir=2328947) | ACC(X=1.07298517227173, Y=5.02243280410767, Z=9.64249610900879) | HR=77 bpm | IBI=0 ms | Participant=P03
Row 752 | Timestamp: 1710826355781 ms | PPG(Green=2327612, Red=2327612, Ir=2327612) | ACC(X=1.62863826751709, Y=6.94805812835693, Z=12.8662414550781) | HR=78 bpm | IBI=0 ms | Participant=P03
Row 753 | Timestamp: 1710826355822 ms | PPG(Green=2325269, Red=2325269, Ir=2325269) | ACC(X=0.766417980194092, Y=2.53636455535889, Z=9.96343421936035) | HR=78 bpm | IBI=0 ms | Participant=P03
Row 754 | Timestamp: 1710826355861 ms | PPG(Green=2323530, Red=2323530, Ir=2323530) | ACC(X=-0.742467403411865, Y=2.00945210456848, Z=8.84733772277832) | HR=80 bpm | IBI=0 ms | Participant=P03
Row 755 | Timestamp: 1710826355901 ms | PPG(Green=2320774, Red=2320774, Ir=2320774) | ACC(X=-2.53875946998596, Y=3.10878300666809, Z=7.58274793624878) | HR=79 bpm | IBI=0 ms | Participant=P03
Row 756 | Timestamp: 1710826355941 ms | PPG(Green=2315810, Red=2315810, Ir=2315810) | ACC(X=-3.23811602592468, Y=4.11949682235718, Z=7.24265003204346) | HR=79 bpm | IBI=0 ms | Participant=P03
Row 757 | Timestamp: 1710826355981 ms | PPG(Green=2308837, Red=2308837, Ir=2308837) | ACC(X=-3.87759590148926, Y=4.26080513000488, Z=6.13373899459839) | HR=78 bpm | IBI=0 ms | Participant=P03
